Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1779320625.428201,895130,0,1
2,Payment,1779320626.323908,173389,0,1
2,Payment,1779320626.497347,87007,0,1
2,Payment,1779320626.584410,70474,0,1
2,Payment,1779320626.654931,63106,0,1
3,OrderStatus,1779320626.718079,172772,0,1
2,Payment,1779320626.890940,22151,0,1
2,Payment,1779320626.913128,65877,0,1
1,NewOrder,1779320626.979179,114646,0,1
1,NewOrder,1779320627.093900,196218,0,1
1,NewOrder,1779320627.290200,183889,0,1
4,Delivery,1779320627.474132,527272,0,1
1,NewOrder,1779320628.001704,174413,0,1
3,OrderStatus,1779320628.176185,164060,0,1
1,NewOrder,1779320628.340293,296290,0,1
2,Payment,1779320628.640147,73619,0,1
2,Payment,1779320628.713822,18052,0,1
2,Payment,1779320628.731913,13323,0,1
2,Payment,1779320628.745283,97738,0,1
1,NewOrder,1779320628.843124,396477,0,1
1,NewOrder,1779320629.239787,218986,0,1
2,Payment,1779320629.460538,74210,0,1
1,NewOrder,1779320629.534806,458817,0,1
2,Payment,1779320629.993801,28395,0,1
4,Delivery,1779320630.022236,473092,0,1
4,Delivery,1779320630.495393,395907,0,1
2,Payment,1779320630.891370,77995,0,1
1,NewOrder,1779320630.969410,162494,0,1
2,Payment,1779320631.132076,55771,0,1
2,Payment,1779320631.187901,51853,0,1
1,NewOrder,1779320631.239805,122706,0,1
5,StockLevel,1779320631.362656,30145372,0,1
