Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1777775527.305770,71690,0,1
2,Payment,1777775527.378693,40187,0,1
3,OrderStatus,1777775527.419048,636490,0,1
1,NewOrder,1777775528.058469,60326,0,1
2,Payment,1777775528.119225,40998,0,1
1,NewOrder,1777775528.160280,6411,0,1
2,Payment,1777775528.166753,26303,0,1
1,NewOrder,1777775528.193130,7344,0,1
1,NewOrder,1777775528.201387,50984,0,1
1,NewOrder,1777775528.252438,16524,0,1
1,NewOrder,1777775528.269048,7578,0,1
2,Payment,1777775528.276668,23420,0,1
2,Payment,1777775528.300144,18928,0,1
2,Payment,1777775528.319133,1823,0,1
1,NewOrder,1777775528.320993,5769,0,1
1,NewOrder,1777775528.326795,8491,0,1
2,Payment,1777775528.335340,32122,0,1
1,NewOrder,1777775528.367557,31538,0,1
1,NewOrder,1777775528.399181,23910,0,1
1,NewOrder,1777775528.423161,14479,0,1
2,Payment,1777775528.437733,4433,0,1
2,Payment,1777775528.442247,2368838,0,1
1,NewOrder,1777775530.812769,31425,0,1
2,Payment,1777775530.844333,47536,0,1
2,Payment,1777775530.891957,6812,0,1
1,NewOrder,1777775530.898841,23239,0,1
1,NewOrder,1777775530.922158,22763,0,1
1,NewOrder,1777775530.944992,9495,0,1
2,Payment,1777775530.954541,26958,0,1
1,NewOrder,1777775530.981797,15549,0,1
1,NewOrder,1777775530.997430,5675,0,1
2,Payment,1777775531.003159,1897,0,1
2,Payment,1777775531.005104,3055,0,1
5,StockLevel,1777775531.008329,1869113,0,1
2,Payment,1777775532.878776,18719,0,1
2,Payment,1777775532.897627,18967,0,1
2,Payment,1777775532.916642,12310,0,1
1,NewOrder,1777775532.928990,11356,0,1
2,Payment,1777775532.940410,13311,0,1
2,Payment,1777775532.953785,13770,0,1
1,NewOrder,1777775532.967595,11123,0,1
2,Payment,1777775532.978754,12811,0,1
2,Payment,1777775532.991604,22913,0,1
1,NewOrder,1777775533.014993,5031,0,1
2,Payment,1777775533.020090,3229,0,1
2,Payment,1777775533.023381,12566,0,1
2,Payment,1777775533.036049,12814,0,1
2,Payment,1777775533.048920,13827,0,1
5,StockLevel,1777775533.062844,122875,0,1
1,NewOrder,1777775533.185784,12267,0,1
1,NewOrder,1777775533.198112,5874,0,1
2,Payment,1777775533.204035,3200,0,1
2,Payment,1777775533.207262,13191,0,1
2,Payment,1777775533.221336,11211,0,1
1,NewOrder,1777775533.232646,1480973,0,1
2,Payment,1777775534.715040,20076,0,1
1,NewOrder,1777775534.735300,10500,0,1
1,NewOrder,1777775534.745881,5728,0,1
2,Payment,1777775534.751758,11750,0,1
1,NewOrder,1777775534.763553,22799,0,1
2,Payment,1777775534.786421,1460,0,1
1,NewOrder,1777775534.787914,8366,0,1
2,Payment,1777775534.796353,1090,0,1
2,Payment,1777775534.798391,17298,0,1
1,NewOrder,1777775534.815792,8546,0,1
2,Payment,1777775534.824398,22696,0,1
3,OrderStatus,1777775534.847189,153302,0,1
5,StockLevel,1777775535.000555,121333,0,1
2,Payment,1777775535.125192,3235,0,1
1,NewOrder,1777775535.128566,10908,0,1
5,StockLevel,1777775535.139524,1844003,0,1
2,Payment,1777775536.986251,32881,0,1
1,NewOrder,1777775537.019314,20738,0,1
2,Payment,1777775537.040261,17252,0,1
2,Payment,1777775537.057577,7543,0,1
1,NewOrder,1777775537.065161,26201,0,1
2,Payment,1777775537.091478,14940,0,1
1,NewOrder,1777775537.106498,11877,0,1
1,NewOrder,1777775537.118456,7065,0,1
2,Payment,1777775537.125619,12244,0,1
1,NewOrder,1777775537.137948,10582,0,1
1,NewOrder,1777775537.148631,10835,0,1
2,Payment,1777775537.159578,4669,0,1
2,Payment,1777775537.164465,1482,0,1
1,NewOrder,1777775537.165984,2353829,0,1
3,OrderStatus,1777775539.521351,206983,0,1
1,NewOrder,1777775539.728882,13463,0,1
3,OrderStatus,1777775539.742477,120795,0,1
2,Payment,1777775539.863356,13559,0,1
4,Delivery,1777775539.877158,1287862,0,1
2,Payment,1777775541.165169,3782,0,1
1,NewOrder,1777775541.168997,5977,0,1
2,Payment,1777775541.175016,12407,0,1
2,Payment,1777775541.187461,9094,0,1
4,Delivery,1777775541.196614,848834,0,1
1,NewOrder,1777775542.045620,1725651,0,1
1,NewOrder,1777775543.773380,33513,0,1
2,Payment,1777775543.807764,369717,0,1
1,NewOrder,1777775544.178195,10060,0,1
5,StockLevel,1777775544.188355,293511,0,1
2,Payment,1777775544.482219,29534,0,1
1,NewOrder,1777775544.511843,3830,0,1
1,NewOrder,1777775544.515754,5441,0,1
1,NewOrder,1777775544.521241,5460,0,1
2,Payment,1777775544.526746,1511,0,1
1,NewOrder,1777775544.528325,7729,0,1
2,Payment,1777775544.536125,9137,0,1
1,NewOrder,1777775544.545321,6307,0,1
1,NewOrder,1777775544.551688,2027696,0,1
5,StockLevel,1777775546.580848,64389,0,1
2,Payment,1777775546.645433,17988,0,1
4,Delivery,1777775546.663642,923014,0,1
2,Payment,1777775547.586906,15890,0,1
1,NewOrder,1777775547.602864,9374,0,1
2,Payment,1777775547.612285,9765,0,1
2,Payment,1777775547.622112,1369,0,1
2,Payment,1777775547.623519,9221,0,1
2,Payment,1777775547.632824,1485,0,1
2,Payment,1777775547.634342,7580,0,1
2,Payment,1777775547.641975,6729,0,1
2,Payment,1777775547.648748,6411,0,1
2,Payment,1777775547.655207,7649,0,1
2,Payment,1777775547.662904,7233,0,1
1,NewOrder,1777775547.670185,12048,0,1
2,Payment,1777775547.682308,2052,0,1
2,Payment,1777775547.684404,9165,0,1
1,NewOrder,1777775547.693751,4755,0,1
4,Delivery,1777775547.698626,743607,0,1
4,Delivery,1777775548.442434,751224,0,1
2,Payment,1777775549.193823,1519190,0,1
2,Payment,1777775550.714268,13533,0,1
2,Payment,1777775550.727908,1220,0,1
1,NewOrder,1777775550.729157,10590,0,1
2,Payment,1777775550.739826,7298,0,1
2,Payment,1777775550.747155,1392,0,1
4,Delivery,1777775550.748572,759593,0,1
1,NewOrder,1777775551.508225,4570,0,1
5,StockLevel,1777775551.512830,44509,0,1
2,Payment,1777775551.557407,2185,0,1
2,Payment,1777775551.559629,8743,0,1
1,NewOrder,1777775551.568403,4099,0,1
2,Payment,1777775551.572529,1790,0,1
1,NewOrder,1777775551.574344,4268,0,1
2,Payment,1777775551.578636,7732,0,1
2,Payment,1777775551.586393,6853,0,1
2,Payment,1777775551.593289,892,0,1
1,NewOrder,1777775551.594209,5415,0,1
5,StockLevel,1777775551.599649,42489,0,1
1,NewOrder,1777775551.642199,1431951,0,1
1,NewOrder,1777775553.075047,18575,0,1
1,NewOrder,1777775553.093799,5548,0,1
1,NewOrder,1777775553.099379,2913,0,1
1,NewOrder,1777775553.102315,5175,0,1
1,NewOrder,1777775553.107513,2312,0,1
1,NewOrder,1777775553.109846,2542,0,1
2,Payment,1777775553.112409,4784,0,1
2,Payment,1777775553.117302,11250,0,1
2,Payment,1777775553.128588,911,0,1
2,Payment,1777775553.129527,1473,0,1
4,Delivery,1777775553.131026,749165,0,1
1,NewOrder,1777775553.880248,6381,0,1
1,NewOrder,1777775553.886676,1586913,0,1
2,Payment,1777775555.475027,9363,0,1
1,NewOrder,1777775555.484598,4854,0,1
2,Payment,1777775555.489487,4303,0,1
1,NewOrder,1777775555.493861,4576,0,1
2,Payment,1777775555.498487,1382,0,1
1,NewOrder,1777775555.499908,5318,0,1
2,Payment,1777775555.505264,12967,0,1
4,Delivery,1777775555.518304,770970,0,1
2,Payment,1777775556.289350,9208,0,1
4,Delivery,1777775556.298607,768905,0,1
2,Payment,1777775557.067606,9258,0,1
2,Payment,1777775557.076910,5701,0,1
2,Payment,1777775557.082646,5955,0,1
1,NewOrder,1777775557.088637,3506,0,1
1,NewOrder,1777775557.092174,6245,0,1
1,NewOrder,1777775557.098463,2138680,0,1
4,Delivery,1777775559.238973,779413,0,1
1,NewOrder,1777775560.018762,11825,0,1
2,Payment,1777775560.030635,3895,0,1
2,Payment,1777775560.034602,1196,0,1
1,NewOrder,1777775560.035830,7259,0,1
2,Payment,1777775560.043145,1105,0,1
