Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1779399602.471680,891775,0,1
1,NewOrder,1779399603.363841,189445,0,1
2,Payment,1779399603.553331,32101,0,1
1,NewOrder,1779399603.585498,186038,0,1
1,NewOrder,1779399603.771577,185529,0,1
1,NewOrder,1779399603.958004,168839,0,1
2,Payment,1779399604.126906,35277,0,1
1,NewOrder,1779399604.162231,164353,0,1
1,NewOrder,1779399604.326660,380213,0,1
2,Payment,1779399604.710918,80426,0,1
1,NewOrder,1779399604.791396,128402,0,1
1,NewOrder,1779399604.919844,138964,0,1
2,Payment,1779399605.058874,290331,0,1
1,NewOrder,1779399605.349291,135044,0,1
1,NewOrder,1779399605.484389,96530,0,1
2,Payment,1779399605.581460,16083,0,1
2,Payment,1779399605.597599,15560,0,1
2,Payment,1779399605.613202,14446,0,1
1,NewOrder,1779399605.627707,52992,0,1
5,StockLevel,1779399605.680780,30157588,0,1
