Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1777775956.127413,154189,0,1
1,NewOrder,1777775956.282764,57784,0,1
1,NewOrder,1777775956.340673,12507,0,1
4,Delivery,1777775956.353251,78656,0,1
5,StockLevel,1777775956.431974,17018,0,1
1,NewOrder,1777775956.449049,13201,0,1
2,Payment,1777775956.462300,9456,0,1
1,NewOrder,1777775956.471803,10624,0,1
1,NewOrder,1777775956.482472,21748,0,1
1,NewOrder,1777775956.504262,5157,0,1
5,StockLevel,1777775956.509457,1563,0,1
2,Payment,1777775956.511050,4385,0,1
2,Payment,1777775956.515472,7748,0,1
1,NewOrder,1777775956.523274,10648,0,1
1,NewOrder,1777775956.533980,8373,0,1
4,Delivery,1777775956.542385,36392,0,1
4,Delivery,1777775956.578914,26409,0,1
1,NewOrder,1777775956.605395,5657,0,1
1,NewOrder,1777775956.611092,10060,0,1
2,Payment,1777775956.621202,6002,0,1
1,NewOrder,1777775956.627260,9052,0,1
2,Payment,1777775956.636368,5200,0,1
2,Payment,1777775956.641601,3844,0,1
2,Payment,1777775956.645476,22058,0,1
1,NewOrder,1777775956.667600,14255,0,1
2,Payment,1777775956.681917,3530,0,1
1,NewOrder,1777775956.685495,12201,0,1
2,Payment,1777775956.697744,2309,0,1
1,NewOrder,1777775956.700086,4905,0,1
2,Payment,1777775956.705023,6500,0,1
2,Payment,1777775956.711557,3940,0,1
2,Payment,1777775956.715538,1460,0,1
2,Payment,1777775956.717035,9302,0,1
1,NewOrder,1777775956.726376,7347,0,1
1,NewOrder,1777775956.733762,3820,0,1
3,OrderStatus,1777775956.737615,7834,0,1
1,NewOrder,1777775956.745488,5802,0,1
1,NewOrder,1777775956.751323,7178,0,1
1,NewOrder,1777775956.758588,4957,0,1
1,NewOrder,1777775956.763578,6786,0,1
2,Payment,1777775956.770399,1844,0,1
2,Payment,1777775956.772272,1432,0,1
1,NewOrder,1777775956.773818,3101,0,1
2,Payment,1777775956.776980,5414,0,1
1,NewOrder,1777775956.782573,14386,0,1
2,Payment,1777775956.797035,7008,0,1
1,NewOrder,1777775956.804087,3346,0,1
2,Payment,1777775956.807463,1487,0,1
4,Delivery,1777775956.808977,11514,0,1
2,Payment,1777775956.820573,4192,0,1
1,NewOrder,1777775956.824802,7269,0,1
1,NewOrder,1777775956.832106,5060,0,1
1,NewOrder,1777775956.837196,5774,0,1
2,Payment,1777775956.843857,5330,0,1
3,OrderStatus,1777775956.849351,9242,0,1
1,NewOrder,1777775956.858748,11395,0,1
3,OrderStatus,1777775956.870372,7131,0,1
2,Payment,1777775956.877656,3615,0,1
2,Payment,1777775956.881305,2761,0,1
2,Payment,1777775956.884100,2071,0,1
2,Payment,1777775956.886206,3563,0,1
2,Payment,1777775956.889807,2156,0,1
2,Payment,1777775956.891990,7725,0,1
1,NewOrder,1777775956.899823,11507,0,1
5,StockLevel,1777775956.911387,2913,0,1
2,Payment,1777775956.914329,1655,0,1
2,Payment,1777775956.916015,1389,0,1
3,OrderStatus,1777775956.917436,1435,0,1
1,NewOrder,1777775956.918898,8648,0,1
5,StockLevel,1777775956.927579,2246,0,1
1,NewOrder,1777775956.929852,4070,0,1
2,Payment,1777775956.933954,2014,0,1
1,NewOrder,1777775956.935997,2479,0,1
1,NewOrder,1777775956.938504,3818,0,1
1,NewOrder,1777775956.942509,4278,0,1
2,Payment,1777775956.946820,4066,0,1
1,NewOrder,1777775956.953204,6749,0,1
2,Payment,1777775956.959994,2171,0,1
1,NewOrder,1777775956.962198,2011,0,1
2,Payment,1777775956.964262,1432,0,1
2,Payment,1777775956.965724,1324,0,1
2,Payment,1777775956.967078,1805,0,1
2,Payment,1777775956.968919,2903,0,1
2,Payment,1777775956.971860,7675,0,1
3,OrderStatus,1777775956.979598,12369,0,1
2,Payment,1777775956.992036,2282,0,1
1,NewOrder,1777775956.994362,2932,0,1
1,NewOrder,1777775956.997333,3517,0,1
2,Payment,1777775957.000886,2257,0,1
1,NewOrder,1777775957.003177,4190,0,1
1,NewOrder,1777775957.007401,3284,0,1
1,NewOrder,1777775957.010891,7699,0,1
2,Payment,1777775957.018638,1312,0,1
2,Payment,1777775957.019983,1249,0,1
1,NewOrder,1777775957.021263,3485,0,1
4,Delivery,1777775957.024789,12273,0,1
4,Delivery,1777775957.037104,7582,0,1
3,OrderStatus,1777775957.044725,10700,0,1
1,NewOrder,1777775957.055489,10520,0,1
1,NewOrder,1777775957.066059,4521,0,1
1,NewOrder,1777775957.070616,4563,0,1
1,NewOrder,1777775957.075213,2687,0,1
2,Payment,1777775957.077952,3016,0,1
2,Payment,1777775957.081002,1289,0,1
1,NewOrder,1777775957.082404,2603,0,1
1,NewOrder,1777775957.085055,2023,0,1
2,Payment,1777775957.087116,3749,0,1
2,Payment,1777775957.090898,2262,0,1
1,NewOrder,1777775957.093190,4627,0,1
2,Payment,1777775957.097849,13626,0,1
1,NewOrder,1777775957.111515,33982,0,1
2,Payment,1777775957.145581,5654,0,1
1,NewOrder,1777775957.151286,5053,0,1
1,NewOrder,1777775957.156378,8101,0,1
1,NewOrder,1777775957.164520,10455,0,1
2,Payment,1777775957.175022,1398,0,1
2,Payment,1777775957.176452,3789,0,1
3,OrderStatus,1777775957.180277,3506,0,1
2,Payment,1777775957.183816,4627,0,1
1,NewOrder,1777775957.188478,3054,0,1
1,NewOrder,1777775957.191566,5959,0,1
1,NewOrder,1777775957.197566,4622,0,1
5,StockLevel,1777775957.202223,2161,0,1
2,Payment,1777775957.204413,1266,0,1
1,NewOrder,1777775957.205710,2120,0,1
2,Payment,1777775957.207871,966,0,1
2,Payment,1777775957.208871,1080,0,1
2,Payment,1777775957.210018,5733,0,1
1,NewOrder,1777775957.215814,4571,0,1
1,NewOrder,1777775957.220420,11010,0,1
1,NewOrder,1777775957.231499,6624,0,1
2,Payment,1777775957.238350,1929,0,1
2,Payment,1777775957.240370,1521,0,1
1,NewOrder,1777775957.241923,3619,0,1
2,Payment,1777775957.245575,1330,0,1
1,NewOrder,1777775957.246998,4290,0,1
2,Payment,1777775957.251386,4296,0,1
1,NewOrder,1777775957.255755,3858,0,1
1,NewOrder,1777775957.259663,3697,0,1
5,StockLevel,1777775957.263392,2571,0,1
1,NewOrder,1777775957.265992,4119,0,1
2,Payment,1777775957.270176,1684,0,1
1,NewOrder,1777775957.271896,2161,0,1
2,Payment,1777775957.274087,1755,0,1
1,NewOrder,1777775957.275873,3529,0,1
1,NewOrder,1777775957.279432,3566,0,1
2,Payment,1777775957.283049,1363,0,1
2,Payment,1777775957.284446,2139,0,1
2,Payment,1777775957.286618,2678,0,1
5,StockLevel,1777775957.289347,856,0,1
1,NewOrder,1777775957.290246,3257,0,1
1,NewOrder,1777775957.293596,1992,0,1
1,NewOrder,1777775957.295616,2531,0,1
1,NewOrder,1777775957.298176,8644,0,1
2,Payment,1777775957.306863,4396,0,1
1,NewOrder,1777775957.311296,5595,0,1
