Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,OrderStatus,1777850754.827540,79988,0,1
1,NewOrder,1777850754.908571,39140,0,1
2,Payment,1777850754.947814,25990,0,1
1,NewOrder,1777850754.974322,21561,0,1
2,Payment,1777850754.996049,9757,0,1
1,NewOrder,1777850755.005931,29892,0,1
2,Payment,1777850755.035915,16257,0,1
1,NewOrder,1777850755.052238,16062,0,1
1,NewOrder,1777850755.068445,52827,0,1
4,Delivery,1777850755.121384,127374,0,1
2,Payment,1777850755.248860,17734,0,1
1,NewOrder,1777850755.266729,52230,0,1
2,Payment,1777850755.319017,8847,0,1
1,NewOrder,1777850755.327917,31674,0,1
1,NewOrder,1777850755.359782,24414,0,1
1,NewOrder,1777850755.384319,27186,0,1
1,NewOrder,1777850755.411579,16327,0,1
1,NewOrder,1777850755.428097,33737,0,1
1,NewOrder,1777850755.461917,12216,0,1
5,StockLevel,1777850755.474193,17227,0,1
4,Delivery,1777850755.491486,32724,0,1
2,Payment,1777850755.524287,6085,0,1
1,NewOrder,1777850755.530416,8159,0,1
1,NewOrder,1777850755.538612,15691,0,1
1,NewOrder,1777850755.554375,8975,0,1
2,Payment,1777850755.563398,5583,0,1
1,NewOrder,1777850755.569017,10356,0,1
2,Payment,1777850755.579416,10369,0,1
2,Payment,1777850755.589829,5765,0,1
2,Payment,1777850755.595637,5689,0,1
2,Payment,1777850755.601361,11050,0,1
4,Delivery,1777850755.612525,26939,0,1
1,NewOrder,1777850755.639534,8190,0,1
1,NewOrder,1777850755.647801,8140,0,1
1,NewOrder,1777850755.655981,11148,0,1
1,NewOrder,1777850755.667182,5682,0,1
1,NewOrder,1777850755.672902,7246,0,1
2,Payment,1777850755.680199,5676,0,1
1,NewOrder,1777850755.685917,11168,0,1
2,Payment,1777850755.697231,4232,0,1
2,Payment,1777850755.701504,4112,0,1
1,NewOrder,1777850755.705671,11839,0,1
1,NewOrder,1777850755.717598,5286,0,1
1,NewOrder,1777850755.722962,14682,0,1
2,Payment,1777850755.737798,7753,0,1
5,StockLevel,1777850755.745602,5308,0,1
4,Delivery,1777850755.750950,37457,0,1
2,Payment,1777850755.789118,8516,0,1
2,Payment,1777850755.797824,2973,0,1
2,Payment,1777850755.800844,4662,0,1
