Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1777781612.670913,3153,0,1
2,Payment,1777781612.674094,868,0,1
2,Payment,1777781612.674990,1533,0,1
2,Payment,1777781612.676551,1219,0,1
1,NewOrder,1777781612.677798,3428,0,1
2,Payment,1777781612.681253,1670,0,1
2,Payment,1777781612.682952,1635,0,1
2,Payment,1777781612.684665,819,0,1
1,NewOrder,1777781612.685551,3006,0,1
1,NewOrder,1777781612.688673,10209,0,1
1,NewOrder,1777781612.699049,3840,0,1
2,Payment,1777781612.702941,2497,0,1
1,NewOrder,1777781612.705478,5215,0,1
3,OrderStatus,1777781612.710944,5322,0,1
1,NewOrder,1777781612.716636,3554,0,1
2,Payment,1777781612.720498,2822,0,1
1,NewOrder,1777781612.723433,2623,0,1
2,Payment,1777781612.726086,1522,0,1
2,Payment,1777781612.727635,6502,0,1
1,NewOrder,1777781612.734164,2490,0,1
5,StockLevel,1777781612.736679,935,0,1
1,NewOrder,1777781612.737636,3404,0,1
1,NewOrder,1777781612.741068,3073,0,1
3,OrderStatus,1777781612.744165,1857,0,1
3,OrderStatus,1777781612.746045,2262,0,1
1,NewOrder,1777781612.748332,2960,0,1
2,Payment,1777781612.751317,1550,0,1
2,Payment,1777781612.752892,1416,0,1
5,StockLevel,1777781612.754333,600,0,1
1,NewOrder,1777781612.754952,1792,0,1
2,Payment,1777781612.756766,1441,0,1
2,Payment,1777781612.758229,1655,0,1
2,Payment,1777781612.759909,1430,0,1
1,NewOrder,1777781612.761362,2755,0,1
2,Payment,1777781612.764140,880,0,1
2,Payment,1777781612.765044,2556,0,1
5,StockLevel,1777781612.767625,863,0,1
1,NewOrder,1777781612.768508,7327,0,1
2,Payment,1777781612.775862,2664,0,1
2,Payment,1777781612.778553,2244,0,1
1,NewOrder,1777781612.780824,5817,0,1
1,NewOrder,1777781612.786668,5697,0,1
